EnsemblID,UniProtID,GeneSymbolID,PathwayStId,PathwayDisplayName,PathwayReactomeLink
ENSG00000183087,Q14393,GAS6,R-HSA-159763,Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus,https://reactome.org/PathwayBrowser/#/R-HSA-159763
ENSG00000183087,Q14393,GAS6,R-HSA-159782,Removal of aminoterminal propeptides from gamma-carboxylated proteins,https://reactome.org/PathwayBrowser/#/R-HSA-159782
ENSG00000183087,Q14393,GAS6,R-HSA-202733,Cell surface interactions at the vascular wall,https://reactome.org/PathwayBrowser/#/R-HSA-202733
ENSG00000183087,Q14393,GAS6,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),https://reactome.org/PathwayBrowser/#/R-HSA-381426
ENSG00000183087,Q14393,GAS6,R-HSA-8957275,Post-translational protein phosphorylation,https://reactome.org/PathwayBrowser/#/R-HSA-8957275
ENSG00000214491,,SEC14L6,,,
ENSG00000184012,O15393,TMPRSS2,R-HSA-9678110,Attachment and Entry,https://reactome.org/PathwayBrowser/#/R-HSA-9678110
ENSG00000184012,O15393,TMPRSS2,R-HSA-9694614,Attachment and Entry,https://reactome.org/PathwayBrowser/#/R-HSA-9694614
ENSG00000184012,O15393,TMPRSS2,R-HSA-9733458,Induction of Cell-Cell Fusion,https://reactome.org/PathwayBrowser/#/R-HSA-9733458
ENSG00000163399,P05023,ATP1A1,R-HSA-5578775,Ion homeostasis,https://reactome.org/PathwayBrowser/#/R-HSA-5578775
ENSG00000163399,P05023,ATP1A1,R-HSA-936837,Ion transport by P-type ATPases,https://reactome.org/PathwayBrowser/#/R-HSA-936837
ENSG00000163399,P05023,ATP1A1,R-HSA-9679191,Potential therapeutics for SARS,https://reactome.org/PathwayBrowser/#/R-HSA-9679191
ENSG00000188488,P05154,SERPINA5,R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,https://reactome.org/PathwayBrowser/#/R-HSA-140837
ENSG00000188488,P05154,SERPINA5,R-HSA-140875,Common Pathway of Fibrin Clot Formation,https://reactome.org/PathwayBrowser/#/R-HSA-140875
ENSG00000281769,,LINC01230,,,
ENSG00000152642,Q8N335,GPD1L,R-HSA-1483166,Synthesis of PA,https://reactome.org/PathwayBrowser/#/R-HSA-1483166
ENSG00000244128,,LINC01322,,,
ENSG00000132677,,RHBG,R-HSA-444411,Rhesus glycoproteins mediate ammonium transport.,https://reactome.org/PathwayBrowser/#/R-HSA-444411
ENSG00000229246,,LINC00377,,,
ENSG00000099953,P24347,MMP11,R-HSA-1442490,Collagen degradation,https://reactome.org/PathwayBrowser/#/R-HSA-1442490
ENSG00000099953,P24347,MMP11,R-HSA-1474228,Degradation of the extracellular matrix,https://reactome.org/PathwayBrowser/#/R-HSA-1474228
ENSG00000099953,P24347,MMP11,R-HSA-1592389,Activation of Matrix Metalloproteinases,https://reactome.org/PathwayBrowser/#/R-HSA-1592389
ENSG00000196549,P08473,MME,R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,https://reactome.org/PathwayBrowser/#/R-HSA-2022377
ENSG00000196549,P08473,MME,R-HSA-5578768,Physiological factors,https://reactome.org/PathwayBrowser/#/R-HSA-5578768
ENSG00000196549,P08473,MME,R-HSA-6798695,Neutrophil degranulation,https://reactome.org/PathwayBrowser/#/R-HSA-6798695
ENSG00000134690,Q53HL2,CDCA8,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,https://reactome.org/PathwayBrowser/#/R-HSA-141444
ENSG00000134690,Q53HL2,CDCA8,R-HSA-2467813,Separation of Sister Chromatids,https://reactome.org/PathwayBrowser/#/R-HSA-2467813
ENSG00000134690,Q53HL2,CDCA8,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-HSA-2500257
ENSG00000134690,Q53HL2,CDCA8,R-HSA-4615885,SUMOylation of DNA replication proteins,https://reactome.org/PathwayBrowser/#/R-HSA-4615885
ENSG00000134690,Q53HL2,CDCA8,R-HSA-5663220,RHO GTPases Activate Formins,https://reactome.org/PathwayBrowser/#/R-HSA-5663220
ENSG00000134690,Q53HL2,CDCA8,R-HSA-68877,Mitotic Prometaphase,https://reactome.org/PathwayBrowser/#/R-HSA-68877
ENSG00000134690,Q53HL2,CDCA8,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,https://reactome.org/PathwayBrowser/#/R-HSA-9648025
ENSG00000165125,Q9H1D0,TRPV6,R-HSA-3295583,TRP channels,https://reactome.org/PathwayBrowser/#/R-HSA-3295583
ENSG00000068489,,PRR11,,,
ENSG00000128050,P22234,PAICS,R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,https://reactome.org/PathwayBrowser/#/R-HSA-73817
ENSG00000161992,,PRR35,,,
ENSG00000065534,Q15746,MYLK,R-HSA-445355,Smooth Muscle Contraction,https://reactome.org/PathwayBrowser/#/R-HSA-445355
ENSG00000065534,Q15746,MYLK,R-HSA-5627123,RHO GTPases activate PAKs,https://reactome.org/PathwayBrowser/#/R-HSA-5627123
ENSG00000151090,P10828,THRB,R-HSA-383280,Nuclear Receptor transcription pathway,https://reactome.org/PathwayBrowser/#/R-HSA-383280
ENSG00000151090,P10828,THRB,R-HSA-4090294,SUMOylation of intracellular receptors,https://reactome.org/PathwayBrowser/#/R-HSA-4090294
ENSG00000186994,,KANK3,,,
ENSG00000197776,,KLHDC1,,,
ENSG00000140534,,TICRR,,,
ENSG00000167580,P41181,AQP2,R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins,https://reactome.org/PathwayBrowser/#/R-HSA-432040
ENSG00000167580,P41181,AQP2,R-HSA-432047,Passive transport by Aquaporins,https://reactome.org/PathwayBrowser/#/R-HSA-432047
ENSG00000275612,,,,,
ENSG00000170509,Q7Z5P4,HSD17B13,R-HSA-8964572,Lipid particle organization,https://reactome.org/PathwayBrowser/#/R-HSA-8964572
ENSG00000114654,,EFCC1,,,
ENSG00000179796,,LRRC3B,,,
ENSG00000131471,Q16853,AOC3,R-HSA-211945,Phase I - Functionalization of compounds,https://reactome.org/PathwayBrowser/#/R-HSA-211945
ENSG00000140505,P05177,CYP1A2,R-HSA-156581,Methylation,https://reactome.org/PathwayBrowser/#/R-HSA-156581
ENSG00000140505,P05177,CYP1A2,R-HSA-211957,Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2,https://reactome.org/PathwayBrowser/#/R-HSA-211957
ENSG00000140505,P05177,CYP1A2,R-HSA-2142670,Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),https://reactome.org/PathwayBrowser/#/R-HSA-2142670
ENSG00000140505,P05177,CYP1A2,R-HSA-2142816,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),https://reactome.org/PathwayBrowser/#/R-HSA-2142816
ENSG00000140505,P05177,CYP1A2,R-HSA-5423646,Aflatoxin activation and detoxification,https://reactome.org/PathwayBrowser/#/R-HSA-5423646
ENSG00000140505,P05177,CYP1A2,R-HSA-9018681,Biosynthesis of protectins,https://reactome.org/PathwayBrowser/#/R-HSA-9018681
ENSG00000140505,P05177,CYP1A2,R-HSA-9027307,Biosynthesis of maresin-like SPMs,https://reactome.org/PathwayBrowser/#/R-HSA-9027307
ENSG00000198844,O94989,ARHGEF15,R-HSA-193648,NRAGE signals death through JNK,https://reactome.org/PathwayBrowser/#/R-HSA-193648
ENSG00000198844,O94989,ARHGEF15,R-HSA-416482,G alpha (12/13) signalling events,https://reactome.org/PathwayBrowser/#/R-HSA-416482
ENSG00000198844,O94989,ARHGEF15,R-HSA-8980692,RHOA GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-8980692
ENSG00000198844,O94989,ARHGEF15,R-HSA-9013148,CDC42 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013148
ENSG00000198844,O94989,ARHGEF15,R-HSA-9013149,RAC1 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-HSA-9013149
ENSG00000238125,,SLC9A3P2,,,
ENSG00000227307,,,,,
ENSG00000076382,,SPAG5,,,
ENSG00000166405,,RIC3,,,
ENSG00000123500,Q03692,COL10A1,R-HSA-1442490,Collagen degradation,https://reactome.org/PathwayBrowser/#/R-HSA-1442490
ENSG00000123500,Q03692,COL10A1,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,https://reactome.org/PathwayBrowser/#/R-HSA-1650814
ENSG00000123500,Q03692,COL10A1,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,https://reactome.org/PathwayBrowser/#/R-HSA-2022090
ENSG00000123500,Q03692,COL10A1,R-HSA-216083,Integrin cell surface interactions,https://reactome.org/PathwayBrowser/#/R-HSA-216083
ENSG00000123500,Q03692,COL10A1,R-HSA-3000171,Non-integrin membrane-ECM interactions,https://reactome.org/PathwayBrowser/#/R-HSA-3000171
ENSG00000123500,Q03692,COL10A1,R-HSA-8948216,Collagen chain trimerization,https://reactome.org/PathwayBrowser/#/R-HSA-8948216
ENSG00000134548,,SPX,,,
ENSG00000102547,Q9H9S4,CAB39L,R-HSA-380972,Energy dependent regulation of mTOR by LKB1-AMPK,https://reactome.org/PathwayBrowser/#/R-HSA-380972
ENSG00000189292,Q6UX46,ALKAL2,R-HSA-201556,Signaling by ALK,https://reactome.org/PathwayBrowser/#/R-HSA-201556
ENSG00000189292,Q6UX46,ALKAL2,R-HSA-9842663,Signaling by LTK,https://reactome.org/PathwayBrowser/#/R-HSA-9842663
ENSG00000163815,P05452,CLEC3B,R-HSA-114608,Platelet degranulation ,https://reactome.org/PathwayBrowser/#/R-HSA-114608
ENSG00000145681,P10915,HAPLN1,R-HSA-3000178,ECM proteoglycans,https://reactome.org/PathwayBrowser/#/R-HSA-3000178
ENSG00000285711,,LINC02835,,,
ENSG00000231246,,LINC02884,,,
ENSG00000168484,,SFTPC,R-HSA-5683826,Surfactant metabolism,https://reactome.org/PathwayBrowser/#/R-HSA-5683826
ENSG00000168484,,SFTPC,R-HSA-5688354,Defective pro-SFTPC causes SMDP2 and RDS,https://reactome.org/PathwayBrowser/#/R-HSA-5688354
ENSG00000168484,,SFTPC,R-HSA-5688849,Defective CSF2RB causes SMDP5,https://reactome.org/PathwayBrowser/#/R-HSA-5688849
ENSG00000168484,,SFTPC,R-HSA-5688890,Defective CSF2RA causes SMDP4,https://reactome.org/PathwayBrowser/#/R-HSA-5688890
ENSG00000100307,,CBX7,,,
ENSG00000158246,,TENT5B,,,
ENSG00000187889,,FYB2,,,
ENSG00000145979,Q9P0N9,TBC1D7,R-HSA-8854214,TBC/RABGAPs,https://reactome.org/PathwayBrowser/#/R-HSA-8854214
ENSG00000164188,,RANBP3L,,,
ENSG00000163501,Q14623,IHH,R-HSA-373080,Class B/2 (Secretin family receptors),https://reactome.org/PathwayBrowser/#/R-HSA-373080
ENSG00000163501,Q14623,IHH,R-HSA-5358346,Hedgehog ligand biogenesis,https://reactome.org/PathwayBrowser/#/R-HSA-5358346
ENSG00000163501,Q14623,IHH,R-HSA-5362798,Release of Hh-Np from the secreting cell,https://reactome.org/PathwayBrowser/#/R-HSA-5362798
ENSG00000163501,Q14623,IHH,R-HSA-5632681,Ligand-receptor interactions,https://reactome.org/PathwayBrowser/#/R-HSA-5632681
ENSG00000163501,Q14623,IHH,R-HSA-5632684,Hedgehog 'on' state,https://reactome.org/PathwayBrowser/#/R-HSA-5632684
ENSG00000163501,Q14623,IHH,R-HSA-5635838,Activation of SMO,https://reactome.org/PathwayBrowser/#/R-HSA-5635838
ENSG00000163501,Q14623,IHH,R-HSA-5658034,HHAT G278V doesn't palmitoylate Hh-Np,https://reactome.org/PathwayBrowser/#/R-HSA-5658034
ENSG00000163501,Q14623,IHH,R-HSA-8941284,RUNX2 regulates chondrocyte maturation,https://reactome.org/PathwayBrowser/#/R-HSA-8941284
ENSG00000163501,Q14623,IHH,R-HSA-9758920,Formation of lateral plate mesoderm,https://reactome.org/PathwayBrowser/#/R-HSA-9758920
ENSG00000258947,Q13509,TUBB3,R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,https://reactome.org/PathwayBrowser/#/R-HSA-1445148
ENSG00000258947,Q13509,TUBB3,R-HSA-190840,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,https://reactome.org/PathwayBrowser/#/R-HSA-190840
ENSG00000258947,Q13509,TUBB3,R-HSA-190861,Gap junction assembly,https://reactome.org/PathwayBrowser/#/R-HSA-190861
ENSG00000258947,Q13509,TUBB3,R-HSA-2132295,MHC class II antigen presentation,https://reactome.org/PathwayBrowser/#/R-HSA-2132295
ENSG00000258947,Q13509,TUBB3,R-HSA-2467813,Separation of Sister Chromatids,https://reactome.org/PathwayBrowser/#/R-HSA-2467813
ENSG00000258947,Q13509,TUBB3,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-HSA-2500257
ENSG00000258947,Q13509,TUBB3,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,https://reactome.org/PathwayBrowser/#/R-HSA-3371497
ENSG00000258947,Q13509,TUBB3,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,https://reactome.org/PathwayBrowser/#/R-HSA-380320
ENSG00000258947,Q13509,TUBB3,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,https://reactome.org/PathwayBrowser/#/R-HSA-389957
ENSG00000258947,Q13509,TUBB3,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC,https://reactome.org/PathwayBrowser/#/R-HSA-389960
ENSG00000258947,Q13509,TUBB3,R-HSA-389977,Post-chaperonin tubulin folding pathway,https://reactome.org/PathwayBrowser/#/R-HSA-389977
ENSG00000258947,Q13509,TUBB3,R-HSA-437239,Recycling pathway of L1,https://reactome.org/PathwayBrowser/#/R-HSA-437239
ENSG00000258947,Q13509,TUBB3,R-HSA-5610787,Hedgehog 'off' state,https://reactome.org/PathwayBrowser/#/R-HSA-5610787
ENSG00000258947,Q13509,TUBB3,R-HSA-5617833,Cilium Assembly,https://reactome.org/PathwayBrowser/#/R-HSA-5617833
ENSG00000258947,Q13509,TUBB3,R-HSA-5620924,Intraflagellar transport,https://reactome.org/PathwayBrowser/#/R-HSA-5620924
ENSG00000258947,Q13509,TUBB3,R-HSA-5626467,RHO GTPases activate IQGAPs,https://reactome.org/PathwayBrowser/#/R-HSA-5626467
ENSG00000258947,Q13509,TUBB3,R-HSA-5663220,RHO GTPases Activate Formins,https://reactome.org/PathwayBrowser/#/R-HSA-5663220
ENSG00000258947,Q13509,TUBB3,R-HSA-6807878,COPI-mediated anterograde transport,https://reactome.org/PathwayBrowser/#/R-HSA-6807878
ENSG00000258947,Q13509,TUBB3,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,https://reactome.org/PathwayBrowser/#/R-HSA-6811434
ENSG00000258947,Q13509,TUBB3,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic,https://reactome.org/PathwayBrowser/#/R-HSA-6811436
ENSG00000258947,Q13509,TUBB3,R-HSA-68877,Mitotic Prometaphase,https://reactome.org/PathwayBrowser/#/R-HSA-68877
ENSG00000258947,Q13509,TUBB3,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,https://reactome.org/PathwayBrowser/#/R-HSA-8852276
ENSG00000258947,Q13509,TUBB3,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,https://reactome.org/PathwayBrowser/#/R-HSA-8955332
ENSG00000258947,Q13509,TUBB3,R-HSA-9609690,HCMV Early Events,https://reactome.org/PathwayBrowser/#/R-HSA-9609690
ENSG00000258947,Q13509,TUBB3,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,https://reactome.org/PathwayBrowser/#/R-HSA-9609736
ENSG00000258947,Q13509,TUBB3,R-HSA-9619483,Activation of AMPK downstream of NMDARs,https://reactome.org/PathwayBrowser/#/R-HSA-9619483
ENSG00000258947,Q13509,TUBB3,R-HSA-9646399,Aggrephagy,https://reactome.org/PathwayBrowser/#/R-HSA-9646399
ENSG00000258947,Q13509,TUBB3,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,https://reactome.org/PathwayBrowser/#/R-HSA-9648025
ENSG00000258947,Q13509,TUBB3,R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III,https://reactome.org/PathwayBrowser/#/R-HSA-9668328
ENSG00000258947,Q13509,TUBB3,R-HSA-983189,Kinesins,https://reactome.org/PathwayBrowser/#/R-HSA-983189
ENSG00000258947,Q13509,TUBB3,R-HSA-9833482,PKR-mediated signaling,https://reactome.org/PathwayBrowser/#/R-HSA-9833482
ENSG00000029993,,HMGB3,,,
ENSG00000173253,,DMRT2,,,
ENSG00000111206,Q08050,FOXM1,R-HSA-156711,Polo-like kinase mediated events,https://reactome.org/PathwayBrowser/#/R-HSA-156711
ENSG00000111206,Q08050,FOXM1,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,https://reactome.org/PathwayBrowser/#/R-HSA-69273
ENSG00000111206,Q08050,FOXM1,R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,https://reactome.org/PathwayBrowser/#/R-HSA-9725371
ENSG00000085840,Q13415,ORC1,R-HSA-113507,E2F-enabled inhibition of pre-replication complex formation,https://reactome.org/PathwayBrowser/#/R-HSA-113507
ENSG00000085840,Q13415,ORC1,R-HSA-176187,Activation of ATR in response to replication stress,https://reactome.org/PathwayBrowser/#/R-HSA-176187
ENSG00000085840,Q13415,ORC1,R-HSA-68616,Assembly of the ORC complex at the origin of replication,https://reactome.org/PathwayBrowser/#/R-HSA-68616
ENSG00000085840,Q13415,ORC1,R-HSA-68689,CDC6 association with the ORC:origin complex,https://reactome.org/PathwayBrowser/#/R-HSA-68689
ENSG00000085840,Q13415,ORC1,R-HSA-68867,Assembly of the pre-replicative complex,https://reactome.org/PathwayBrowser/#/R-HSA-68867
ENSG00000085840,Q13415,ORC1,R-HSA-68949,Orc1 removal from chromatin,https://reactome.org/PathwayBrowser/#/R-HSA-68949
ENSG00000085840,Q13415,ORC1,R-HSA-68962,Activation of the pre-replicative complex,https://reactome.org/PathwayBrowser/#/R-HSA-68962
ENSG00000085840,Q13415,ORC1,R-HSA-69205,G1/S-Specific Transcription,https://reactome.org/PathwayBrowser/#/R-HSA-69205
ENSG00000114812,P32241,VIPR1,R-HSA-418555,G alpha (s) signalling events,https://reactome.org/PathwayBrowser/#/R-HSA-418555
ENSG00000114812,P32241,VIPR1,R-HSA-420092,Glucagon-type ligand receptors,https://reactome.org/PathwayBrowser/#/R-HSA-420092
ENSG00000134574,Q92466,DDB2,R-HSA-5689880,Ub-specific processing proteases,https://reactome.org/PathwayBrowser/#/R-HSA-5689880
ENSG00000134574,Q92466,DDB2,R-HSA-5696394,DNA Damage Recognition in GG-NER,https://reactome.org/PathwayBrowser/#/R-HSA-5696394
ENSG00000134574,Q92466,DDB2,R-HSA-5696395,Formation of Incision Complex in GG-NER,https://reactome.org/PathwayBrowser/#/R-HSA-5696395
ENSG00000134574,Q92466,DDB2,R-HSA-5696400,Dual Incision in GG-NER,https://reactome.org/PathwayBrowser/#/R-HSA-5696400
ENSG00000134574,Q92466,DDB2,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,https://reactome.org/PathwayBrowser/#/R-HSA-6796648
ENSG00000134574,Q92466,DDB2,R-HSA-8951664,Neddylation,https://reactome.org/PathwayBrowser/#/R-HSA-8951664
ENSG00000204305,Q15109,AGER,R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation  ,https://reactome.org/PathwayBrowser/#/R-HSA-445989
ENSG00000204305,Q15109,AGER,R-HSA-879415,Advanced glycosylation endproduct receptor signaling,https://reactome.org/PathwayBrowser/#/R-HSA-879415
ENSG00000204305,Q15109,AGER,R-HSA-933542,TRAF6 mediated NF-kB activation,https://reactome.org/PathwayBrowser/#/R-HSA-933542
ENSG00000197256,,KANK2,,,
ENSG00000161888,,SPC24,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,https://reactome.org/PathwayBrowser/#/R-HSA-141444
ENSG00000161888,,SPC24,R-HSA-2467813,Separation of Sister Chromatids,https://reactome.org/PathwayBrowser/#/R-HSA-2467813
ENSG00000161888,,SPC24,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-HSA-2500257
ENSG00000161888,,SPC24,R-HSA-5663220,RHO GTPases Activate Formins,https://reactome.org/PathwayBrowser/#/R-HSA-5663220
ENSG00000161888,,SPC24,R-HSA-68877,Mitotic Prometaphase,https://reactome.org/PathwayBrowser/#/R-HSA-68877
ENSG00000161888,,SPC24,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,https://reactome.org/PathwayBrowser/#/R-HSA-9648025
ENSG00000232284,,GNG12-AS1,,,
ENSG00000022267,,FHL1,,,
ENSG00000124157,,SEMG2,,,
ENSG00000196616,,ADH1B,R-HSA-71384,Ethanol oxidation,https://reactome.org/PathwayBrowser/#/R-HSA-71384
ENSG00000251199,,,,,
ENSG00000180914,P30559,OXTR,R-HSA-388479,Vasopressin-like receptors,https://reactome.org/PathwayBrowser/#/R-HSA-388479
ENSG00000180914,P30559,OXTR,R-HSA-416476,G alpha (q) signalling events,https://reactome.org/PathwayBrowser/#/R-HSA-416476
ENSG00000119457,,SLC46A2,,,
ENSG00000258402,,,,,
ENSG00000170561,Q9BZI1,IRX2,R-HSA-9831926,Nephron development,https://reactome.org/PathwayBrowser/#/R-HSA-9831926
ENSG00000168907,Q68DD2,PLA2G4F,R-HSA-1482788,Acyl chain remodelling of PC,https://reactome.org/PathwayBrowser/#/R-HSA-1482788
ENSG00000168907,Q68DD2,PLA2G4F,R-HSA-1482801,Acyl chain remodelling of PS,https://reactome.org/PathwayBrowser/#/R-HSA-1482801
ENSG00000168907,Q68DD2,PLA2G4F,R-HSA-1482839,Acyl chain remodelling of PE,https://reactome.org/PathwayBrowser/#/R-HSA-1482839
ENSG00000168907,Q68DD2,PLA2G4F,R-HSA-1482922,Acyl chain remodelling of PI,https://reactome.org/PathwayBrowser/#/R-HSA-1482922
ENSG00000168907,Q68DD2,PLA2G4F,R-HSA-1482925,Acyl chain remodelling of PG,https://reactome.org/PathwayBrowser/#/R-HSA-1482925
ENSG00000168907,Q68DD2,PLA2G4F,R-HSA-1483115,Hydrolysis of LPC,https://reactome.org/PathwayBrowser/#/R-HSA-1483115
ENSG00000151725,Q71F23,CENPU,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,https://reactome.org/PathwayBrowser/#/R-HSA-141444
ENSG00000151725,Q71F23,CENPU,R-HSA-2467813,Separation of Sister Chromatids,https://reactome.org/PathwayBrowser/#/R-HSA-2467813
ENSG00000151725,Q71F23,CENPU,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,https://reactome.org/PathwayBrowser/#/R-HSA-2500257
ENSG00000151725,Q71F23,CENPU,R-HSA-5663220,RHO GTPases Activate Formins,https://reactome.org/PathwayBrowser/#/R-HSA-5663220
ENSG00000151725,Q71F23,CENPU,R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,https://reactome.org/PathwayBrowser/#/R-HSA-606279
ENSG00000151725,Q71F23,CENPU,R-HSA-68877,Mitotic Prometaphase,https://reactome.org/PathwayBrowser/#/R-HSA-68877
ENSG00000151725,Q71F23,CENPU,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,https://reactome.org/PathwayBrowser/#/R-HSA-9648025
ENSG00000166965,A6NED2,RCCD1,R-HSA-9629569,Protein hydroxylation,https://reactome.org/PathwayBrowser/#/R-HSA-9629569
ENSG00000128165,Q7Z4H4,ADM2,R-HSA-418555,G alpha (s) signalling events,https://reactome.org/PathwayBrowser/#/R-HSA-418555
ENSG00000128165,Q7Z4H4,ADM2,R-HSA-419812,Calcitonin-like ligand receptors,https://reactome.org/PathwayBrowser/#/R-HSA-419812
ENSG00000130309,Q8NBJ5,COLGALT1,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,https://reactome.org/PathwayBrowser/#/R-HSA-1650814
ENSG00000287115,,,,,
ENSG00000008196,Q92481,TFAP2B,R-HSA-3232118,SUMOylation of transcription factors,https://reactome.org/PathwayBrowser/#/R-HSA-3232118
ENSG00000008196,Q92481,TFAP2B,R-HSA-8866904,Negative regulation of activity of TFAP2 (AP-2) family transcription factors,https://reactome.org/PathwayBrowser/#/R-HSA-8866904
ENSG00000008196,Q92481,TFAP2B,R-HSA-8866907,Activation of the TFAP2 (AP-2) family of transcription factors,https://reactome.org/PathwayBrowser/#/R-HSA-8866907
ENSG00000008196,Q92481,TFAP2B,R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,https://reactome.org/PathwayBrowser/#/R-HSA-8866910
ENSG00000008196,Q92481,TFAP2B,R-HSA-9834899,Specification of the neural plate border,https://reactome.org/PathwayBrowser/#/R-HSA-9834899
ENSG00000168619,,ADAM18,,,
ENSG00000104938,Q9H2X3,CLEC4M,R-HSA-9833110,RSV-host interactions,https://reactome.org/PathwayBrowser/#/R-HSA-9833110
ENSG00000114854,P63316,TNNC1,R-HSA-390522,Striated Muscle Contraction,https://reactome.org/PathwayBrowser/#/R-HSA-390522
ENSG00000149557,,FEZ1,,,
ENSG00000183010,P32322,PYCR1,R-HSA-8964539,Glutamate and glutamine metabolism,https://reactome.org/PathwayBrowser/#/R-HSA-8964539
ENSG00000135063,,FAM189A2,,,
ENSG00000077522,P35609,ACTN2,R-HSA-114608,Platelet degranulation ,https://reactome.org/PathwayBrowser/#/R-HSA-114608
ENSG00000077522,P35609,ACTN2,R-HSA-373753,Nephrin family interactions,https://reactome.org/PathwayBrowser/#/R-HSA-373753
ENSG00000077522,P35609,ACTN2,R-HSA-390522,Striated Muscle Contraction,https://reactome.org/PathwayBrowser/#/R-HSA-390522
ENSG00000077522,P35609,ACTN2,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",https://reactome.org/PathwayBrowser/#/R-HSA-438066
ENSG00000077522,P35609,ACTN2,R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor,https://reactome.org/PathwayBrowser/#/R-HSA-442982
ENSG00000077522,P35609,ACTN2,R-HSA-5673001,RAF/MAP kinase cascade,https://reactome.org/PathwayBrowser/#/R-HSA-5673001
ENSG00000077522,P35609,ACTN2,R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,https://reactome.org/PathwayBrowser/#/R-HSA-9609736
ENSG00000077522,P35609,ACTN2,R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission,https://reactome.org/PathwayBrowser/#/R-HSA-9617324
ENSG00000077522,P35609,ACTN2,R-HSA-9620244,Long-term potentiation,https://reactome.org/PathwayBrowser/#/R-HSA-9620244
ENSG00000154188,Q15389,ANGPT1,R-HSA-210993,Tie2 Signaling,https://reactome.org/PathwayBrowser/#/R-HSA-210993
ENSG00000154188,Q15389,ANGPT1,R-HSA-5673001,RAF/MAP kinase cascade,https://reactome.org/PathwayBrowser/#/R-HSA-5673001
ENSG00000024526,,DEPDC1,,,
ENSG00000165072,,MAMDC2,,,
ENSG00000127423,,AUNIP,,,
ENSG00000166851,P53350,PLK1,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,https://reactome.org/PathwayBrowser/#/R-HSA-141444
ENSG00000166851,P53350,PLK1,R-HSA-156711,Polo-like kinase mediated events,https://reactome.org/PathwayBrowser/#/R-HSA-156711
ENSG00000166851,P53350,PLK1,R-HSA-162658,Golgi Cisternae Pericentriolar Stack Reorganization,https://reactome.org/PathwayBrowser/#/R-HSA-162658
